Item_Root	-	0.000000 0.000000 -0.000000	0.707107 -0.000000 0.000000 0.707107	1.000000 1.000000 1.000000	-	0	-
Icon	-	-0.000000 0.001000 -1.000000	0.707107 0.707107 0.000000 0.000000	1.000000 1.000000 1.000000	Item_Root	0	-
Bone_0	rice_cooked_bone_0.txt	0.000000 0.000000 -0.000000	-0.000000 -0.000000 0.000000 1.000000	1.000000 1.000000 1.000000	Item_Root	1	rice_cooked_albedo.png
Bone_1	rice_cooked_bone_1.txt	0.000000 0.000000 -0.000000	-0.000000 -0.000000 0.000000 1.000000	1.000000 1.000000 1.000000	Item_Root	1	rice_cooked_albedo.png
Bone_2	rice_cooked_bone_2.txt	0.000000 0.000000 -0.000000	-0.000000 -0.000000 0.000000 1.000000	1.000000 1.000000 1.000000	Item_Root	1	rice_cooked_albedo.png
Bone_3	rice_cooked_bone_3.txt	0.000000 0.000000 -0.000000	-0.000000 -0.000000 0.000000 1.000000	0.001000 0.001000 0.001000	Item_Root	1	rice_cooked_albedo.png
Bone_5	rice_cooked_bone_5.txt	0.000000 0.000000 -0.000000	-0.000000 -0.000000 0.000000 1.000000	1.000000 1.000000 1.000000	Bone_3	1	rice_cooked_albedo.png
Bone_4	-	0.000000 0.000000 -0.000000	-0.000000 -0.000000 0.000000 1.000000	1.000000 1.000000 1.000000	Item_Root	0	-
Model_0	rice_cooked_model_0.txt	0.000000 0.000000 -0.000000	0.000000 0.000000 -0.000000 1.000000	1.000000 1.000000 1.000000	Bone_4	1	rice_cooked_albedo.png
Model_1	rice_cooked_model_1.txt	0.000000 0.000000 -0.000000	-0.000000 -0.000000 0.000000 1.000000	1.000000 1.000000 1.000000	Bone_4	0	rice_cooked_albedo.png
