Item_Root	-	0.000000 0.000000 -0.000000	0.707107 -0.000000 0.000000 0.707107	1.000000 1.000000 1.000000	-	0	-
Icon	-	0.000000 0.365730 -0.000000	-0.707107 -0.000000 0.000000 0.707107	1.000000 1.000000 1.000000	Item_Root	0	-
Model_1	canned_soup_chicken_model_1.txt	0.000000 0.000000 -0.000000	-0.000000 -0.000000 0.000000 1.000000	1.000000 1.000000 1.000000	Item_Root	0	canned_soup_chicken_albedo.png
Model_0	canned_soup_chicken_model_0.txt	0.000000 0.000000 -0.000000	0.000000 0.000000 -0.000000 1.000000	1.000000 1.000000 1.000000	Item_Root	1	canned_soup_chicken_albedo.png
Bone_0	canned_soup_chicken_bone_0.txt	0.000000 0.000000 -0.000000	0.000000 0.000000 -0.000000 1.000000	0.001000 0.001000 0.001000	Item_Root	1	canned_soup_chicken_texture_can_chicken_filling.png
Model_2	canned_soup_chicken_model_2.txt	0.000000 0.000000 -0.000000	0.000000 0.000000 -0.000000 1.000000	1.000000 1.000000 1.000000	Item_Root	1	canned_soup_chicken_albedo.png
Model_3	canned_soup_chicken_model_3.txt	0.000000 0.000000 -0.000000	0.000000 0.000000 -0.000000 1.000000	0.001000 0.001000 0.001000	Item_Root	1	canned_soup_chicken_albedo.png
Bone_1	canned_soup_chicken_bone_1.txt	0.000000 0.000000 -0.000000	0.000000 0.000000 -0.000000 1.000000	0.001000 0.001000 0.001000	Item_Root	1	canned_soup_chicken_texture_can_chicken_filling.png
Bone_2	canned_soup_chicken_bone_2.txt	0.000000 0.000000 -0.000000	0.000000 0.000000 -0.000000 1.000000	0.001000 0.001000 0.001000	Item_Root	1	canned_soup_chicken_texture_can_chicken_filling.png
Bone_3	canned_soup_chicken_bone_3.txt	0.000000 0.000000 -0.000000	0.000000 0.000000 -0.000000 1.000000	0.001000 0.001000 0.001000	Item_Root	1	canned_soup_chicken_texture_can_chicken_filling.png
