Item_Root	-	0.000000 0.000000 -0.000000	0.707107 -0.000000 0.000000 0.707107	1.000000 1.000000 1.000000	-	0	-
Icon	-	0.000000 0.000000 -0.257686	-0.000000 1.000000 0.000000 0.000000	1.000000 1.000000 1.000000	Item_Root	0	-
Model_1	pie_vermillion_model_1.txt	0.000000 0.000000 -0.000000	-0.000000 -0.000000 0.000000 1.000000	1.000000 1.000000 1.000000	Item_Root	0	pie_vermillion_albedo.png
Model_2	pie_vermillion_model_2.txt	0.000000 0.000000 -0.000000	-0.000000 -0.000000 0.000000 1.000000	1.000000 1.000000 1.000000	Item_Root	0	-
Bone_0	pie_vermillion_bone_0.txt	0.000000 0.000000 -0.000000	0.000000 0.000000 -0.000000 1.000000	0.001000 0.001000 0.001000	Item_Root	1	pie_vermillion_t_vermillion.png
Bone_1	pie_vermillion_bone_1.txt	0.000000 0.000000 -0.000000	0.000000 0.000000 -0.000000 1.000000	0.001000 0.001000 0.001000	Item_Root	1	pie_vermillion_t_vermillion.png
Bone_2	pie_vermillion_bone_2.txt	0.000000 0.000000 -0.000000	0.000000 0.000000 -0.000000 1.000000	0.001000 0.001000 0.001000	Item_Root	1	pie_vermillion_t_vermillion.png
Bone_3	pie_vermillion_bone_3.txt	0.000000 0.000000 -0.000000	0.000000 0.000000 -0.000000 1.000000	0.001000 0.001000 0.001000	Item_Root	1	pie_vermillion_t_vermillion.png
Bone_4	pie_vermillion_bone_4.txt	0.000000 0.000000 -0.000000	0.000000 0.000000 -0.000000 1.000000	0.001000 0.001000 0.001000	Item_Root	1	pie_vermillion_t_vermillion.png
Bone_5	pie_vermillion_bone_5.txt	0.000000 0.000000 -0.000000	0.000000 0.000000 -0.000000 1.000000	1.000000 1.000000 1.000000	Item_Root	1	pie_vermillion_t_vermillion.png
